      Step     Time          Energy         fmax
BFGS:    0 17:09:32        0.063924        0.4892
BFGS:    1 17:09:32        0.049024        0.4590
BFGS:    2 17:09:32       -0.092845        0.4003
BFGS:    3 17:09:33       -0.103750        0.2855
BFGS:    4 17:09:33       -0.118320        0.2270
BFGS:    5 17:09:33       -0.119831        0.2497
BFGS:    6 17:09:33       -0.122744        0.2481
BFGS:    7 17:09:33       -0.127338        0.2325
BFGS:    8 17:09:33       -0.131835        0.2254
BFGS:    9 17:09:34       -0.139688        0.2340
BFGS:   10 17:09:34       -0.141633        0.2474
BFGS:   11 17:09:34       -0.147563        0.2457
BFGS:   12 17:09:34       -0.157300        0.2222
BFGS:   13 17:09:34       -0.174040        0.1709
BFGS:   14 17:09:35       -0.180539        0.1528
BFGS:   15 17:09:35       -0.183210        0.1450
BFGS:   16 17:09:35       -0.182110        0.1223
BFGS:   17 17:09:35       -0.185385        0.0997
BFGS:   18 17:09:35       -0.197021        0.0557
BFGS:   19 17:09:36       -0.201921        0.0576
BFGS:   20 17:09:36       -0.200008        0.0465
      Step     Time          Energy         fmax
BFGS:    0 19:45:26        1.124891        0.9037
BFGS:    1 19:45:26        1.096814        0.8504
BFGS:    2 19:45:26        1.033719        1.2481
BFGS:    3 19:45:26        0.944213        0.2305
BFGS:    4 19:45:27        0.934026        0.3440
BFGS:    5 19:45:27        0.933025        0.4511
BFGS:    6 19:45:27        0.924291        0.4356
BFGS:    7 19:45:27        0.914467        0.2864
BFGS:    8 19:45:27        0.910030        0.1356
BFGS:    9 19:45:28        0.905712        0.1867
BFGS:   10 19:45:28        0.911471        0.2188
BFGS:   11 19:45:28        0.906762        0.2328
BFGS:   12 19:45:28        0.909311        0.1937
BFGS:   13 19:45:28        0.903791        0.0967
BFGS:   14 19:45:28        0.902797        0.0384
      Step     Time          Energy         fmax
BFGS:    0 12:23:22     -262.321442        1.0470
BFGS:    1 12:23:22     -262.413574        1.0316
BFGS:    2 12:23:22     -262.632690        0.5611
BFGS:    3 12:23:22     -262.606842        0.6639
BFGS:    4 12:23:22     -262.631378        0.5178
BFGS:    5 12:23:22     -262.697083        0.3365
BFGS:    6 12:23:22     -262.710632        0.2887
BFGS:    7 12:23:23     -262.718506        0.2209
BFGS:    8 12:23:23     -262.713715        0.2044
BFGS:    9 12:23:23     -262.726562        0.1448
BFGS:   10 12:23:23     -262.727966        0.0791
BFGS:   11 12:23:23     -262.731476        0.0631
BFGS:   12 12:23:23     -262.733032        0.0598
BFGS:   13 12:23:23     -262.737671        0.0583
BFGS:   14 12:23:23     -262.737122        0.0525
BFGS:   15 12:23:23     -262.750916        0.0473
      Step     Time          Energy         fmax
BFGS:    0 12:52:12        0.038289        1.0550
BFGS:    1 12:52:12       -0.007832        1.0489
BFGS:    2 12:52:12       -0.359499        0.5597
BFGS:    3 12:52:12       -0.370724        0.6536
BFGS:    4 12:52:13       -0.391018        0.5488
BFGS:    5 12:52:13       -0.445772        0.2463
BFGS:    6 12:52:13       -0.448147        0.2412
BFGS:    7 12:52:13       -0.459218        0.2223
BFGS:    8 12:52:13       -0.473350        0.2167
BFGS:    9 12:52:13       -0.487309        0.1134
BFGS:   10 12:52:13       -0.491340        0.0853
BFGS:   11 12:52:13       -0.491534        0.0824
BFGS:   12 12:52:13       -0.491955        0.0740
BFGS:   13 12:52:13       -0.495475        0.0684
BFGS:   14 12:52:13       -0.499530        0.0511
BFGS:   15 12:52:14       -0.505476        0.0370
