      Step     Time          Energy         fmax
BFGS:    0 17:09:14        0.389389        1.5817
BFGS:    1 17:09:15        0.336584        1.3957
BFGS:    2 17:09:15        0.372687        3.0572
BFGS:    3 17:09:15        0.174635        0.5250
BFGS:    4 17:09:15        0.144900        0.3170
BFGS:    5 17:09:15        0.127873        0.7066
BFGS:    6 17:09:16        0.102429        0.7758
BFGS:    7 17:09:16        0.051300        0.4813
BFGS:    8 17:09:16        0.039413        0.2970
BFGS:    9 17:09:16        0.031649        0.3281
BFGS:   10 17:09:16        0.024157        0.4252
BFGS:   11 17:09:17        0.015565        0.4955
BFGS:   12 17:09:17        0.004449        0.4602
BFGS:   13 17:09:17       -0.017041        0.3373
BFGS:   14 17:09:17       -0.033229        0.3882
BFGS:   15 17:09:17       -0.061403        0.5763
BFGS:   16 17:09:17       -0.108599        0.6840
BFGS:   17 17:09:18       -0.204920        0.7000
BFGS:   18 17:09:18       -0.311381        0.6348
BFGS:   19 17:09:18       -0.429832        0.5349
BFGS:   20 17:09:18       -0.513923        0.3846
BFGS:   21 17:09:18       -0.524727        0.4386
BFGS:   22 17:09:19       -0.552240        0.3212
BFGS:   23 17:09:19       -0.583458        0.2662
BFGS:   24 17:09:19       -0.596046        0.2092
BFGS:   25 17:09:19       -0.615375        0.3121
BFGS:   26 17:09:19       -0.618600        0.3116
BFGS:   27 17:09:20       -0.622629        0.2496
BFGS:   28 17:09:20       -0.622426        0.1714
BFGS:   29 17:09:20       -0.635404        0.1716
BFGS:   30 17:09:20       -0.640588        0.1811
BFGS:   31 17:09:20       -0.653350        0.1822
BFGS:   32 17:09:21       -0.657446        0.1434
BFGS:   33 17:09:21       -0.658722        0.1058
BFGS:   34 17:09:21       -0.665000        0.0765
BFGS:   35 17:09:21       -0.667106        0.0646
BFGS:   36 17:09:21       -0.669023        0.0693
BFGS:   37 17:09:21       -0.667064        0.0677
BFGS:   38 17:09:22       -0.669578        0.0605
BFGS:   39 17:09:22       -0.675517        0.0689
BFGS:   40 17:09:22       -0.679344        0.0545
BFGS:   41 17:09:22       -0.666543        0.0483
      Step     Time          Energy         fmax
BFGS:    0 19:45:14       -0.414687        0.4670
BFGS:    1 19:45:14       -0.404902        0.4485
BFGS:    2 19:45:14       -0.512674        0.4746
BFGS:    3 19:45:14       -0.517362        0.3733
BFGS:    4 19:45:15       -0.549564        0.0506
BFGS:    5 19:45:15       -0.550173        0.0584
BFGS:    6 19:45:15       -0.555088        0.0580
BFGS:    7 19:45:15       -0.555631        0.0416
      Step     Time          Energy         fmax
BFGS:    0 12:23:18     -262.311798        0.4874
BFGS:    1 12:23:18     -262.396606        0.4516
BFGS:    2 12:23:19     -262.452026        0.3732
BFGS:    3 12:23:19     -262.447876        0.3376
BFGS:    4 12:23:19     -262.405182        0.1840
BFGS:    5 12:23:19     -262.420013        0.1724
BFGS:    6 12:23:19     -262.431183        0.1853
BFGS:    7 12:23:19     -262.442688        0.1977
BFGS:    8 12:23:19     -262.452484        0.2159
BFGS:    9 12:23:19     -262.461853        0.2154
BFGS:   10 12:23:19     -262.483734        0.2077
BFGS:   11 12:23:19     -262.495880        0.2244
BFGS:   12 12:23:19     -262.495209        0.2466
BFGS:   13 12:23:19     -262.497131        0.2768
BFGS:   14 12:23:19     -262.485474        0.2444
BFGS:   15 12:23:19     -262.484283        0.1839
BFGS:   16 12:23:19     -262.488831        0.1533
BFGS:   17 12:23:20     -262.507935        0.1302
BFGS:   18 12:23:20     -262.521637        0.1096
BFGS:   19 12:23:20     -262.543243        0.0721
BFGS:   20 12:23:20     -262.525665        0.0429
      Step     Time          Energy         fmax
BFGS:    0 12:52:06        0.386822        1.0940
BFGS:    1 12:52:07        0.350950        1.0867
BFGS:    2 12:52:07       -0.020532        0.5157
BFGS:    3 12:52:07       -0.021942        0.8707
BFGS:    4 12:52:07       -0.048509        0.4341
BFGS:    5 12:52:07       -0.066649        0.3210
BFGS:    6 12:52:07       -0.104567        0.4126
BFGS:    7 12:52:07       -0.109725        0.3675
BFGS:    8 12:52:07       -0.115228        0.2837
BFGS:    9 12:52:07       -0.120532        0.2637
BFGS:   10 12:52:07       -0.133841        0.3563
BFGS:   11 12:52:07       -0.159141        0.4488
BFGS:   12 12:52:07       -0.183665        0.4614
BFGS:   13 12:52:08       -0.198974        0.4744
BFGS:   14 12:52:08       -0.226109        0.5737
BFGS:   15 12:52:08       -0.276547        0.7295
BFGS:   16 12:52:08       -0.314857        0.9079
BFGS:   17 12:52:08       -0.352300        0.6282
BFGS:   18 12:52:08       -0.401157        0.4595
BFGS:   19 12:52:08       -0.418080        0.5075
BFGS:   20 12:52:08       -0.428657        0.4783
