      Step     Time          Energy         fmax
BFGS:    0 17:09:22       -0.037277        1.0766
BFGS:    1 17:09:23       -0.057315        1.0697
BFGS:    2 17:09:23       -0.384538        0.6317
BFGS:    3 17:09:23       -0.413309        0.7257
BFGS:    4 17:09:23       -0.426347        0.5476
BFGS:    5 17:09:23       -0.482395        0.3919
BFGS:    6 17:09:24       -0.499522        0.3295
BFGS:    7 17:09:24       -0.503081        0.2341
BFGS:    8 17:09:24       -0.511290        0.2054
BFGS:    9 17:09:24       -0.526219        0.1695
BFGS:   10 17:09:24       -0.537958        0.1327
BFGS:   11 17:09:25       -0.536175        0.1124
BFGS:   12 17:09:25       -0.539159        0.0957
BFGS:   13 17:09:25       -0.540367        0.0871
BFGS:   14 17:09:25       -0.545793        0.0867
BFGS:   15 17:09:25       -0.552521        0.0844
BFGS:   16 17:09:25       -0.554715        0.0647
BFGS:   17 17:09:26       -0.558936        0.0507
BFGS:   18 17:09:26       -0.560032        0.0658
BFGS:   19 17:09:26       -0.557951        0.0777
BFGS:   20 17:09:26       -0.559209        0.0810
BFGS:   21 17:09:26       -0.556233        0.0889
BFGS:   22 17:09:27       -0.557985        0.0645
BFGS:   23 17:09:27       -0.559430        0.0382
      Step     Time          Energy         fmax
BFGS:    0 19:45:15        0.389970        1.5843
BFGS:    1 19:45:16        0.338088        1.3943
BFGS:    2 19:45:16        0.375653        3.0804
BFGS:    3 19:45:16        0.171246        0.5233
BFGS:    4 19:45:16        0.143074        0.3181
BFGS:    5 19:45:16        0.124254        0.6928
BFGS:    6 19:45:16        0.101695        0.7852
BFGS:    7 19:45:17        0.055098        0.5095
BFGS:    8 19:45:17        0.042484        0.3105
BFGS:    9 19:45:17        0.030296        0.3226
BFGS:   10 19:45:17        0.027641        0.4166
BFGS:   11 19:45:17        0.015813        0.4877
BFGS:   12 19:45:18        0.009432        0.4654
BFGS:   13 19:45:18       -0.016073        0.3474
BFGS:   14 19:45:18       -0.030390        0.3680
BFGS:   15 19:45:18       -0.058905        0.5704
BFGS:   16 19:45:18       -0.108457        0.6885
BFGS:   17 19:45:19       -0.197575        0.7051
BFGS:   18 19:45:19       -0.309784        0.6472
BFGS:   19 19:45:19       -0.428876        0.5471
BFGS:   20 19:45:19       -0.506438        0.3869
      Step     Time          Energy         fmax
BFGS:    0 12:23:20     -262.478455        0.5517
BFGS:    1 12:23:20     -262.554596        0.4679
BFGS:    2 12:23:20     -262.592377        0.4021
BFGS:    3 12:23:20     -262.600708        0.3456
BFGS:    4 12:23:20     -262.530792        0.0265
      Step     Time          Energy         fmax
BFGS:    0 12:52:08        0.449132        1.5752
BFGS:    1 12:52:08        0.378352        1.3854
BFGS:    2 12:52:08        0.349959        3.4071
BFGS:    3 12:52:09        0.182975        0.5025
BFGS:    4 12:52:09        0.147436        0.3515
BFGS:    5 12:52:09        0.105660        0.7498
BFGS:    6 12:52:09        0.079266        0.8056
BFGS:    7 12:52:09        0.053041        0.4398
BFGS:    8 12:52:09        0.049904        0.2490
BFGS:    9 12:52:09        0.044378        0.3233
BFGS:   10 12:52:09        0.040772        0.3964
BFGS:   11 12:52:09        0.030953        0.4560
BFGS:   12 12:52:09        0.017309        0.4435
BFGS:   13 12:52:09        0.003061        0.3411
BFGS:   14 12:52:10       -0.010855        0.3335
BFGS:   15 12:52:10       -0.029979        0.5484
BFGS:   16 12:52:10       -0.067634        0.6767
BFGS:   17 12:52:10       -0.142341        0.6873
BFGS:   18 12:52:10       -0.231914        0.6290
BFGS:   19 12:52:10       -0.318340        0.5266
BFGS:   20 12:52:10       -0.377054        0.3746
