      Step     Time          Energy         fmax
BFGS:    0 17:10:25        4.436286       15.2602
BFGS:    1 17:10:25        5.690850       22.0337
BFGS:    2 17:10:25        4.012126        4.6096
BFGS:    3 17:10:26        3.581271        2.9030
BFGS:    4 17:10:26        3.959064       13.2967
BFGS:    5 17:10:26        3.373237        1.4290
BFGS:    6 17:10:26        3.273132        1.1488
BFGS:    7 17:10:26        2.376769        3.4037
BFGS:    8 17:10:27        2.352316        3.2799
BFGS:    9 17:10:27        2.120988        1.6511
BFGS:   10 17:10:27        2.062411        1.0842
BFGS:   11 17:10:27        1.999811        0.6970
BFGS:   12 17:10:27        1.943199        1.1525
BFGS:   13 17:10:28        1.885667        1.2682
BFGS:   14 17:10:28        1.870267        1.0108
BFGS:   15 17:10:28        1.832721        0.4911
BFGS:   16 17:10:28        1.786381        0.5063
BFGS:   17 17:10:29        1.732462        0.6611
BFGS:   18 17:10:29        1.691554        0.5313
BFGS:   19 17:10:29        1.675895        0.3935
BFGS:   20 17:10:29        1.655623        0.3875
BFGS:   21 17:10:29        1.645184        0.7102
BFGS:   22 17:10:30        1.631618        0.6690
BFGS:   23 17:10:30        1.609961        0.5899
BFGS:   24 17:10:30        1.610195        0.2085
BFGS:   25 17:10:30        1.599540        0.3052
BFGS:   26 17:10:30        1.588476        0.4672
BFGS:   27 17:10:31        1.569961        0.5510
BFGS:   28 17:10:31        1.558577        0.4296
BFGS:   29 17:10:31        1.566797        0.2813
BFGS:   30 17:10:31        1.562687        0.2462
BFGS:   31 17:10:31        1.558281        0.5035
BFGS:   32 17:10:32        1.549691        0.4644
BFGS:   33 17:10:32        1.544650        0.3567
BFGS:   34 17:10:32        1.535815        0.3752
BFGS:   35 17:10:32        1.518224        0.4436
BFGS:   36 17:10:32        1.517520        0.3638
BFGS:   37 17:10:32        1.518661        0.3020
BFGS:   38 17:10:33        1.508857        0.2258
BFGS:   39 17:10:33        1.514092        0.2313
BFGS:   40 17:10:33        1.505827        0.2050
BFGS:   41 17:10:33        1.503435        0.1405
BFGS:   42 17:10:33        1.503554        0.0769
BFGS:   43 17:10:34        1.499717        0.0608
BFGS:   44 17:10:34        1.498366        0.0897
BFGS:   45 17:10:34        1.485735        0.1204
BFGS:   46 17:10:34        1.490155        0.1474
BFGS:   47 17:10:34        1.483525        0.1035
BFGS:   48 17:10:35        1.489461        0.1957
BFGS:   49 17:10:35        1.484594        0.2228
BFGS:   50 17:10:35        1.494894        0.4665
BFGS:   51 17:10:35        1.487321        0.4522
BFGS:   52 17:10:35        1.467396        0.4639
BFGS:   53 17:10:36        1.410407        0.8237
BFGS:   54 17:10:36        1.397698        0.4630
BFGS:   55 17:10:36        1.380172        0.7603
BFGS:   56 17:10:36        1.365294        0.2960
BFGS:   57 17:10:36        1.350629        0.3572
BFGS:   58 17:10:37        1.334475        0.2986
BFGS:   59 17:10:37        1.311619        0.1938
