      Step     Time          Energy         fmax
BFGS:    0 17:09:59        3.443985       13.2341
BFGS:    1 17:09:59        5.208714       22.2059
BFGS:    2 17:09:59        3.325921        5.9203
BFGS:    3 17:09:59        2.778508        1.7174
BFGS:    4 17:09:59        2.725337        1.3248
BFGS:    5 17:10:00        2.529692        3.0614
BFGS:    6 17:10:00        2.252085        5.0401
BFGS:    7 17:10:00        1.695007        1.1766
BFGS:    8 17:10:00        1.656090        1.0509
BFGS:    9 17:10:00        1.530860        2.0413
BFGS:   10 17:10:01        1.344933        2.4003
BFGS:   11 17:10:01        1.278184        1.4152
BFGS:   12 17:10:01        1.222377        0.9086
BFGS:   13 17:10:01        1.164093        1.2779
BFGS:   14 17:10:01        1.094750        1.5496
BFGS:   15 17:10:02        1.061703        1.3423
BFGS:   16 17:10:02        0.999850        0.7088
BFGS:   17 17:10:02        0.976101        0.6045
BFGS:   18 17:10:02        0.949483        0.7996
BFGS:   19 17:10:02        0.934590        0.8031
BFGS:   20 17:10:03        0.909892        0.3969
BFGS:   21 17:10:03        0.902494        0.3200
BFGS:   22 17:10:03        0.892413        0.3005
BFGS:   23 17:10:03        0.870693        0.3623
BFGS:   24 17:10:03        0.870253        0.3686
BFGS:   25 17:10:04        0.874589        0.3183
BFGS:   26 17:10:04        0.855255        0.2973
BFGS:   27 17:10:04        0.849149        0.2328
BFGS:   28 17:10:04        0.854394        0.1524
BFGS:   29 17:10:04        0.854439        0.2054
BFGS:   30 17:10:04        0.844030        0.2227
BFGS:   31 17:10:05        0.839305        0.1778
BFGS:   32 17:10:05        0.845208        0.1556
BFGS:   33 17:10:05        0.841528        0.1117
BFGS:   34 17:10:05        0.837493        0.0906
BFGS:   35 17:10:05        0.836115        0.1195
BFGS:   36 17:10:06        0.843398        0.1381
BFGS:   37 17:10:06        0.838853        0.1153
BFGS:   38 17:10:06        0.834768        0.0907
BFGS:   39 17:10:06        0.836610        0.0334
      Step     Time          Energy         fmax
BFGS:    0 19:45:42        3.565276       12.5602
BFGS:    1 19:45:43        4.616262       15.8729
BFGS:    2 19:45:43        3.246337        5.4530
BFGS:    3 19:45:43        2.822195        2.6005
BFGS:    4 19:45:43        2.724176        1.4869
BFGS:    5 19:45:43        2.391156        3.6172
BFGS:    6 19:45:43        2.235023        6.6014
BFGS:    7 19:45:44        2.008018        4.7239
BFGS:    8 19:45:44        1.801931        3.1093
BFGS:    9 19:45:44        1.444512        2.2400
BFGS:   10 19:45:44        1.376260        1.3187
BFGS:   11 19:45:44        1.332844        0.7123
BFGS:   12 19:45:45        1.229712        1.5029
BFGS:   13 19:45:45        1.110810        1.8113
BFGS:   14 19:45:45        0.926991        2.5714
BFGS:   15 19:45:45        0.835239        3.0771
BFGS:   16 19:45:45        0.724808        1.8484
BFGS:   17 19:45:46        0.505742        2.2549
BFGS:   18 19:45:46        0.235986        3.1910
BFGS:   19 19:45:46        0.058758        1.4506
BFGS:   20 19:45:46       -0.017983        0.6367
BFGS:   21 19:45:46       -0.055511        0.8706
BFGS:   22 19:45:47       -0.104810        0.7885
BFGS:   23 19:45:47       -0.152151        1.0886
BFGS:   24 19:45:47       -0.186790        0.4081
BFGS:   25 19:45:47       -0.200848        0.4337
BFGS:   26 19:45:47       -0.219982        0.7736
BFGS:   27 19:45:47       -0.252511        1.0724
BFGS:   28 19:45:48       -0.276706        1.0555
BFGS:   29 19:45:48       -0.298544        0.6356
BFGS:   30 19:45:48       -0.311178        0.2214
BFGS:   31 19:45:48       -0.313662        0.3416
BFGS:   32 19:45:48       -0.321430        0.4448
BFGS:   33 19:45:49       -0.343056        0.3693
BFGS:   34 19:45:49       -0.368116        0.3109
BFGS:   35 19:45:49       -0.378729        0.2557
BFGS:   36 19:45:49       -0.382951        0.2433
BFGS:   37 19:45:49       -0.394370        0.3343
BFGS:   38 19:45:50       -0.408631        0.4285
BFGS:   39 19:45:50       -0.427719        0.4009
BFGS:   40 19:45:50       -0.443030        0.4661
BFGS:   41 19:45:50       -0.450571        0.2020
BFGS:   42 19:45:50       -0.451050        0.7642
BFGS:   43 19:45:51       -0.460331        0.3712
BFGS:   44 19:45:51       -0.466778        0.5392
BFGS:   45 19:45:51       -0.489876        0.4099
BFGS:   46 19:45:51       -0.503218        0.3129
BFGS:   47 19:45:51       -0.509883        0.2704
BFGS:   48 19:45:51       -0.515156        0.2897
BFGS:   49 19:45:52       -0.524224        0.2275
BFGS:   50 19:45:52       -0.524903        0.5874
      Step     Time          Energy         fmax
BFGS:    0 12:23:27     -275.027374       12.7099
BFGS:    1 12:23:27     -273.897156       17.7724
BFGS:    2 12:23:27     -275.339600        5.3359
BFGS:    3 12:23:28     -275.745270        2.6866
BFGS:    4 12:23:28     -275.834198        1.2417
BFGS:    5 12:23:28     -276.006897        2.7014
BFGS:    6 12:23:28     -276.106293        5.4444
BFGS:    7 12:23:28     -276.339294        3.7471
BFGS:    8 12:23:28     -276.550110        2.5325
BFGS:    9 12:23:28     -276.791351        1.9270
BFGS:   10 12:23:28     -276.816162        0.6884
BFGS:   11 12:23:28     -276.835510        0.5963
BFGS:   12 12:23:28     -276.897064        0.5961
BFGS:   13 12:23:28     -276.934601        0.7322
BFGS:   14 12:23:28     -276.995728        0.9389
BFGS:   15 12:23:28     -277.075134        0.9129
BFGS:   16 12:23:28     -277.151642        0.6520
