      Step     Time          Energy         fmax
BFGS:    0 17:10:45        3.457302       13.3489
BFGS:    1 17:10:45        5.229929       22.4807
BFGS:    2 17:10:45        3.365197        6.0346
BFGS:    3 17:10:45        2.738972        1.5789
BFGS:    4 17:10:46        2.666136        1.4298
BFGS:    5 17:10:46        2.438283        5.9022
BFGS:    6 17:10:46        2.196238        3.9910
BFGS:    7 17:10:46        1.971738        3.5799
BFGS:    8 17:10:46        1.761993        3.4679
BFGS:    9 17:10:46        1.693906        1.9342
BFGS:   10 17:10:47        1.648995        0.6865
BFGS:   11 17:10:47        1.612294        0.6774
BFGS:   12 17:10:47        1.592288        0.5748
BFGS:   13 17:10:47        1.577981        0.4062
BFGS:   14 17:10:47        1.565924        0.3823
BFGS:   15 17:10:48        1.555879        0.4865
BFGS:   16 17:10:48        1.555514        0.5799
BFGS:   17 17:10:48        1.542165        0.4638
BFGS:   18 17:10:48        1.540243        0.3235
BFGS:   19 17:10:48        1.533517        0.3055
BFGS:   20 17:10:49        1.530283        0.3693
BFGS:   21 17:10:49        1.521749        0.4066
BFGS:   22 17:10:49        1.525020        0.3294
BFGS:   23 17:10:49        1.516714        0.1543
BFGS:   24 17:10:49        1.512268        0.1129
BFGS:   25 17:10:50        1.509815        0.1034
BFGS:   26 17:10:50        1.503447        0.1277
BFGS:   27 17:10:50        1.500580        0.1346
BFGS:   28 17:10:50        1.497599        0.1004
BFGS:   29 17:10:50        1.497154        0.0843
BFGS:   30 17:10:50        1.495951        0.0941
BFGS:   31 17:10:51        1.494278        0.1206
BFGS:   32 17:10:51        1.500221        0.1962
BFGS:   33 17:10:51        1.495328        0.1890
BFGS:   34 17:10:51        1.489958        0.1988
BFGS:   35 17:10:51        1.489151        0.0990
BFGS:   36 17:10:52        1.479222        0.1251
BFGS:   37 17:10:52        1.486546        0.1468
BFGS:   38 17:10:52        1.473436        0.2257
BFGS:   39 17:10:52        1.465668        0.1757
BFGS:   40 17:10:52        1.462471        0.2495
BFGS:   41 17:10:53        1.460300        0.2314
BFGS:   42 17:10:53        1.459057        0.1350
BFGS:   43 17:10:53        1.454726        0.1959
BFGS:   44 17:10:53        1.453424        0.2591
BFGS:   45 17:10:53        1.448164        0.4561
BFGS:   46 17:10:54        1.448657        0.3019
BFGS:   47 17:10:54        1.441669        0.1352
BFGS:   48 17:10:54        1.441409        0.1181
BFGS:   49 17:10:54        1.434168        0.1656
BFGS:   50 17:10:54        1.423939        0.2591
BFGS:   51 17:10:54        1.422636        0.1991
BFGS:   52 17:10:55        1.418519        0.2093
BFGS:   53 17:10:55        1.424379        0.3489
BFGS:   54 17:10:55        1.407085        0.1623
BFGS:   55 17:10:55        1.408708        0.2128
BFGS:   56 17:10:55        1.403154        0.2115
BFGS:   57 17:10:56        1.398001        0.1839
BFGS:   58 17:10:56        1.390841        0.3295
BFGS:   59 17:10:56        1.383136        0.4859
BFGS:   60 17:10:56        1.381602        0.3485
BFGS:   61 17:10:56        1.368766        0.1923
BFGS:   62 17:10:57        1.359674        0.1478
BFGS:   63 17:10:57        1.352365        0.5509
BFGS:   64 17:10:57        1.337494        0.2368
BFGS:   65 17:10:57        1.343739        0.2634
BFGS:   66 17:10:57        1.331335        0.2158
BFGS:   67 17:10:58        1.318750        0.3155
BFGS:   68 17:10:58        1.311411        0.3352
BFGS:   69 17:10:58        1.303051        0.9930
BFGS:   70 17:10:58        1.359654        3.2949
BFGS:   71 17:10:58        1.302007        1.5574
BFGS:   72 17:10:59        1.310150        1.7944
BFGS:   73 17:10:59        1.322202        3.1328
BFGS:   74 17:10:59        1.310570        3.1058
BFGS:   75 17:10:59        1.280134        3.9044
BFGS:   76 17:10:59        1.236034        4.3835
BFGS:   77 17:10:59        1.113747        4.8828
BFGS:   78 17:11:00        1.007696        2.9979
BFGS:   79 17:11:00        0.938948        1.7643
BFGS:   80 17:11:00        0.885987        0.8879
BFGS:   81 17:11:00        0.816341        0.6820
BFGS:   82 17:11:00        0.769226        0.9222
BFGS:   83 17:11:01        0.697737        1.1741
BFGS:   84 17:11:01        0.593324        1.1398
BFGS:   85 17:11:01        0.507234        1.3055
BFGS:   86 17:11:01        0.416539        1.4452
BFGS:   87 17:11:01        0.354576        1.6349
BFGS:   88 17:11:02        0.303606        1.3975
BFGS:   89 17:11:02        0.218408        1.1499
BFGS:   90 17:11:02        0.143889        2.9021
BFGS:   91 17:11:02        0.062700        2.4546
BFGS:   92 17:11:02       -0.021397        1.2170
BFGS:   93 17:11:03       -0.054459        0.6154
BFGS:   94 17:11:03       -0.084523        0.3597
BFGS:   95 17:11:03       -0.119469        0.3179
BFGS:   96 17:11:03       -0.142871        0.3486
BFGS:   97 17:11:03       -0.155899        0.2093
BFGS:   98 17:11:04       -0.168005        0.2049
