      Step     Time          Energy         fmax
BFGS:    0 17:36:14        3.801409       18.8755
BFGS:    1 17:36:14        3.954974       20.3713
BFGS:    2 17:36:14        2.310098        3.6945
BFGS:    3 17:36:14        1.920882        3.1425
BFGS:    4 17:36:15        1.049520        7.0496
BFGS:    5 17:36:15        0.750925        5.4794
BFGS:    6 17:36:15        0.139634        2.7878
BFGS:    7 17:36:16       -0.062938        1.7233
BFGS:    8 17:36:16       -0.165759        1.5816
BFGS:    9 17:36:16       -0.231495        1.2521
BFGS:   10 17:36:16       -0.347643        1.0525
BFGS:   11 17:36:17       -0.404031        1.0309
BFGS:   12 17:36:17       -0.479692        0.4980
BFGS:   13 17:36:17       -0.496729        0.4196
BFGS:   14 17:36:17       -0.534791        0.4418
BFGS:   15 17:36:18       -0.553905        0.3204
BFGS:   16 17:36:18       -0.577990        0.3325
BFGS:   17 17:36:18       -0.588531        0.1066
BFGS:   18 17:36:19       -0.593075        0.0557
BFGS:   19 17:36:19       -0.590218        0.0490
      Step     Time          Energy         fmax
BFGS:    0 20:06:07        3.679643       16.9648
BFGS:    1 20:06:08        4.202421       19.8039
BFGS:    2 20:06:08        2.635164        3.8608
BFGS:    3 20:06:08        2.154668        3.0136
BFGS:    4 20:06:09        1.616309        9.9681
BFGS:    5 20:06:09        1.157421        4.1767
BFGS:    6 20:06:09        0.775523        3.2786
BFGS:    7 20:06:10        0.288302        2.4817
BFGS:    8 20:06:10        0.061965        1.9423
BFGS:    9 20:06:10       -0.073263        1.7442
BFGS:   10 20:06:11       -0.235923        0.8800
BFGS:   11 20:06:11       -0.282976        0.8687
BFGS:   12 20:06:11       -0.316029        1.0902
BFGS:   13 20:06:11       -0.365054        0.8609
BFGS:   14 20:06:12       -0.383707        0.7400
BFGS:   15 20:06:12       -0.394836        0.2982
BFGS:   16 20:06:12       -0.412782        0.3945
BFGS:   17 20:06:13       -0.423015        0.3084
BFGS:   18 20:06:13       -0.433454        0.1414
BFGS:   19 20:06:13       -0.436506        0.1142
BFGS:   20 20:06:14       -0.442777        0.1513
BFGS:   21 20:06:14       -0.446384        0.1383
BFGS:   22 20:06:14       -0.446895        0.1171
BFGS:   23 20:06:15       -0.451217        0.1564
BFGS:   24 20:06:15       -0.459667        0.2156
BFGS:   25 20:06:15       -0.457401        0.1905
BFGS:   26 20:06:15       -0.459459        0.1903
BFGS:   27 20:06:16       -0.498354        0.3856
BFGS:   28 20:06:16       -0.521501        0.3425
BFGS:   29 20:06:16       -0.546693        0.6782
BFGS:   30 20:06:17       -0.543254        0.4762
BFGS:   31 20:06:17       -0.586775        0.2517
BFGS:   32 20:06:17       -0.621831        0.4124
BFGS:   33 20:06:17       -0.616916        1.1673
BFGS:   34 20:06:18       -0.679313        0.5497
BFGS:   35 20:06:18       -0.711933        0.5130
BFGS:   36 20:06:18       -0.760872        0.3156
BFGS:   37 20:06:19       -0.777317        0.2854
BFGS:   38 20:06:19       -0.803959        0.3230
BFGS:   39 20:06:19       -0.797141        0.2881
BFGS:   40 20:06:20       -0.802840        0.3156
BFGS:   41 20:06:20       -0.823892        0.2039
BFGS:   42 20:06:20       -0.821081        0.1634
BFGS:   43 20:06:21       -0.808589        0.1309
BFGS:   44 20:06:21       -0.825041        0.1366
BFGS:   45 20:06:21       -0.823897        0.1484
BFGS:   46 20:06:21       -0.839536        0.2009
BFGS:   47 20:06:22       -0.835948        0.1640
BFGS:   48 20:06:22       -0.829074        0.1109
BFGS:   49 20:06:22       -0.843524        0.1240
BFGS:   50 20:06:23       -0.839501        0.1099
      Step     Time          Energy         fmax
BFGS:    0 12:29:27     -926.164368       13.0358
BFGS:    1 12:29:27     -924.787170       20.5051
BFGS:    2 12:29:27     -926.432800        5.5986
BFGS:    3 12:29:27     -927.039001        1.6515
BFGS:    4 12:29:27     -927.188538        2.5693
BFGS:    5 12:29:27     -928.030029        3.8483
BFGS:    6 12:29:28     -928.031738        2.5926
BFGS:    7 12:29:28     -928.438843        2.1426
BFGS:    8 12:29:28     -928.576965        1.3097
BFGS:    9 12:29:28     -928.716003        0.9636
BFGS:   10 12:29:28     -928.748047        0.7228
BFGS:   11 12:29:28     -928.772278        0.2787
BFGS:   12 12:29:28     -928.779175        0.2296
BFGS:   13 12:29:28     -928.785217        0.2359
BFGS:   14 12:29:28     -928.771179        0.3216
BFGS:   15 12:29:28     -928.786438        0.5090
BFGS:   16 12:29:28     -928.802551        0.4574
BFGS:   17 12:29:28     -928.828674        0.2432
BFGS:   18 12:29:28     -928.824097        0.2352
BFGS:   19 12:29:28     -928.828552        0.3417
BFGS:   20 12:29:29     -928.838074        0.5940
BFGS:   21 12:29:29     -928.840088        0.4621
BFGS:   22 12:29:29     -928.848999        0.2393
BFGS:   23 12:29:29     -928.838379        0.2942
BFGS:   24 12:29:29     -928.807983        0.4731
BFGS:   25 12:29:29     -928.780151        0.5393
BFGS:   26 12:29:29     -928.766602        0.5117
BFGS:   27 12:29:29     -928.757690        0.2824
BFGS:   28 12:29:29     -928.793762        0.3070
BFGS:   29 12:29:29     -928.827820        0.4092
BFGS:   30 12:29:29     -928.833496        0.4053
BFGS:   31 12:29:29     -928.826172        0.3033
BFGS:   32 12:29:29     -928.817444        0.2336
BFGS:   33 12:29:29     -928.817261        0.2563
BFGS:   34 12:29:30     -928.824463        0.1837
BFGS:   35 12:29:30     -928.823547        0.0810
BFGS:   36 12:29:30     -928.831665        0.0753
BFGS:   37 12:29:30     -928.865295        0.1986
BFGS:   38 12:29:30     -928.875549        0.2047
BFGS:   39 12:29:30     -928.867859        0.2141
BFGS:   40 12:29:30     -928.860962        0.0708
BFGS:   41 12:29:30     -928.865295        0.1258
BFGS:   42 12:29:30     -928.914551        0.0823
BFGS:   43 12:29:30     -928.924744        0.0534
BFGS:   44 12:29:30     -928.934998        0.0900
BFGS:   45 12:29:30     -928.954102        0.1007
BFGS:   46 12:29:30     -928.939880        0.0821
BFGS:   47 12:29:30     -928.945374        0.0653
BFGS:   48 12:29:31     -928.918518        0.0849
BFGS:   49 12:29:31     -928.916931        0.0712
BFGS:   50 12:29:31     -928.898743        0.1437
      Step     Time          Energy         fmax
BFGS:    0 13:01:49        4.043082       12.0765
BFGS:    1 13:01:49        4.679435       14.8710
BFGS:    2 13:01:50        3.511180        5.4261
BFGS:    3 13:01:50        3.090898        3.7213
BFGS:    4 13:01:50        2.940515        1.1512
BFGS:    5 13:01:50        2.667832        1.9131
BFGS:    6 13:01:50        2.533332        4.2648
BFGS:    7 13:01:50        2.345738        2.1829
BFGS:    8 13:01:50        2.252206        1.4295
BFGS:    9 13:01:50        1.920974        1.6794
BFGS:   10 13:01:50        1.870421        1.9266
BFGS:   11 13:01:51        1.816832        0.5982
BFGS:   12 13:01:51        1.800752        0.4062
BFGS:   13 13:01:51        1.791162        0.3421
BFGS:   14 13:01:51        1.774799        0.4425
BFGS:   15 13:01:51        1.755405        0.6533
BFGS:   16 13:01:51        1.735887        0.8170
BFGS:   17 13:01:51        1.713886        0.6780
BFGS:   18 13:01:51        1.674743        0.5402
BFGS:   19 13:01:51        1.647147        0.5017
BFGS:   20 13:01:52        1.606304        0.7061
BFGS:   21 13:01:52        1.553937        0.8505
BFGS:   22 13:01:52        1.525961        0.6420
BFGS:   23 13:01:52        1.506732        0.4885
BFGS:   24 13:01:52        1.485004        0.9058
BFGS:   25 13:01:52        1.456233        1.6250
BFGS:   26 13:01:52        1.364870        2.1493
BFGS:   27 13:01:52        1.280840        2.9824
BFGS:   28 13:01:52        1.141208        2.9255
BFGS:   29 13:01:53        0.974318        2.1473
BFGS:   30 13:01:53        0.679353        1.4605
BFGS:   31 13:01:53        0.509558        1.0074
BFGS:   32 13:01:53        0.449194        0.8499
BFGS:   33 13:01:53        0.427100        0.9256
BFGS:   34 13:01:53        0.383864        0.9424
BFGS:   35 13:01:53        0.321947        0.6829
BFGS:   36 13:01:53        0.305788        0.5401
BFGS:   37 13:01:53        0.300924        0.5096
BFGS:   38 13:01:54        0.293086        0.6134
BFGS:   39 13:01:54        0.266010        0.5698
BFGS:   40 13:01:54        0.249596        0.3888
BFGS:   41 13:01:54        0.232589        0.2079
BFGS:   42 13:01:54        0.217952        0.2946
BFGS:   43 13:01:54        0.206716        0.3046
BFGS:   44 13:01:54        0.194564        0.2572
BFGS:   45 13:01:54        0.188294        0.2185
BFGS:   46 13:01:54        0.183979        0.2726
BFGS:   47 13:01:55        0.184898        0.2480
BFGS:   48 13:01:55        0.188683        0.1988
BFGS:   49 13:01:55        0.183266        0.1465
BFGS:   50 13:01:55        0.179219        0.1090
