      Step     Time          Energy         fmax
BFGS:    0 17:24:36        4.073675       12.8041
BFGS:    1 17:24:36        5.359787       18.6738
BFGS:    2 17:24:37        3.853787        5.3486
BFGS:    3 17:24:37        3.447006        1.7602
BFGS:    4 17:24:37        3.406098        0.8395
BFGS:    5 17:24:38        3.346069        1.4038
BFGS:    6 17:24:38        3.302648        1.5733
BFGS:    7 17:24:38        3.086607        2.0651
BFGS:    8 17:24:38        3.396234        2.8552
BFGS:    9 17:24:39        2.957188        2.1219
BFGS:   10 17:24:39        2.863822        2.0191
BFGS:   11 17:24:39        2.828436        3.6526
BFGS:   12 17:24:40        2.556674        1.2757
BFGS:   13 17:24:40        2.464919        1.3264
BFGS:   14 17:24:40        2.388236        1.3902
BFGS:   15 17:24:40        2.349885        0.9908
BFGS:   16 17:24:41        2.283043        0.7943
BFGS:   17 17:24:41        2.234036        1.0253
BFGS:   18 17:24:41        2.195506        0.7312
BFGS:   19 17:24:41        2.171919        0.6157
BFGS:   20 17:24:42        2.125448        0.3449
BFGS:   21 17:24:42        2.115799        0.3115
BFGS:   22 17:24:42        2.100853        0.8727
BFGS:   23 17:24:43        2.090747        1.0847
BFGS:   24 17:24:43        2.073604        0.8916
BFGS:   25 17:24:43        2.060199        0.5757
BFGS:   26 17:24:43        2.048307        0.4647
BFGS:   27 17:24:44        2.038556        0.7010
BFGS:   28 17:24:44        2.000264        1.3724
BFGS:   29 17:24:44        1.957886        1.9132
BFGS:   30 17:24:44        1.914146        1.6348
BFGS:   31 17:24:45        1.874694        0.7907
BFGS:   32 17:24:45        1.849730        0.5014
BFGS:   33 17:24:45        1.831356        0.5185
BFGS:   34 17:24:46        1.813015        0.5025
BFGS:   35 17:24:46        1.797889        0.7523
BFGS:   36 17:24:46        1.787637        0.6015
BFGS:   37 17:24:46        1.772577        0.4592
BFGS:   38 17:24:47        1.758295        0.5323
BFGS:   39 17:24:47        1.742725        0.7428
BFGS:   40 17:24:47        1.733894        0.3773
BFGS:   41 17:24:48        1.723085        0.3068
BFGS:   42 17:24:48        1.716097        0.3574
BFGS:   43 17:24:48        1.704507        0.4691
BFGS:   44 17:24:48        1.695460        0.3847
BFGS:   45 17:24:49        1.690153        0.3536
BFGS:   46 17:24:49        1.681592        0.2324
BFGS:   47 17:24:49        1.680974        0.1758
BFGS:   48 17:24:49        1.677761        0.2678
BFGS:   49 17:24:50        1.669872        0.3287
BFGS:   50 17:24:50        1.662419        0.2692
BFGS:   51 17:24:50        1.655423        0.0806
BFGS:   52 17:24:51        1.653383        0.0743
BFGS:   53 17:24:51        1.655897        0.0981
BFGS:   54 17:24:51        1.655504        0.1249
BFGS:   55 17:24:51        1.653651        0.1079
BFGS:   56 17:24:52        1.650836        0.0609
BFGS:   57 17:24:52        1.652730        0.0550
BFGS:   58 17:24:52        1.652731        0.0477
      Step     Time          Energy         fmax
BFGS:    0 19:57:02        4.776580       14.2630
BFGS:    1 19:57:02        6.075461       20.4115
BFGS:    2 19:57:03        4.467277        5.1584
BFGS:    3 19:57:03        3.962820        2.2661
BFGS:    4 19:57:03        3.928378        5.6911
BFGS:    5 19:57:04        3.766082        1.3005
BFGS:    6 19:57:04        3.656087        1.3262
BFGS:    7 19:57:04        3.042995        4.5371
BFGS:    8 19:57:04        2.797573        4.8049
BFGS:    9 19:57:05        2.658172        3.6934
BFGS:   10 19:57:05        2.486378        2.3579
BFGS:   11 19:57:05        2.379438        1.3677
BFGS:   12 19:57:05        2.182586        0.4253
BFGS:   13 19:57:06        2.158930        0.4336
BFGS:   14 19:57:06        2.138063        0.4350
