      Step     Time          Energy         fmax
BFGS:    0 16:57:57       -0.160336        0.6497
BFGS:    1 16:57:57       -0.159345        0.6152
BFGS:    2 16:57:57       -0.242293        0.2986
BFGS:    3 16:57:58       -0.247083        0.2479
BFGS:    4 16:57:58       -0.275340        0.1713
BFGS:    5 16:57:58       -0.279918        0.1539
BFGS:    6 16:57:58       -0.283800        0.1237
BFGS:    7 16:57:59       -0.282463        0.0955
BFGS:    8 16:57:59       -0.283303        0.0798
BFGS:    9 16:57:59       -0.278863        0.0799
BFGS:   10 16:58:00       -0.278128        0.0773
BFGS:   11 16:58:00       -0.279189        0.0675
BFGS:   12 16:58:00       -0.282023        0.0593
BFGS:   13 16:58:00       -0.286370        0.0502
BFGS:   14 16:58:01       -0.289809        0.0472
      Step     Time          Energy         fmax
BFGS:    0 17:04:55       -0.153937        0.6517
BFGS:    1 17:04:55       -0.157326        0.6159
BFGS:    2 17:04:55       -0.242817        0.2888
BFGS:    3 17:04:56       -0.248796        0.2500
BFGS:    4 17:04:56       -0.279496        0.1425
BFGS:    5 17:04:56       -0.281651        0.1359
BFGS:    6 17:04:57       -0.284232        0.1107
BFGS:    7 17:04:57       -0.284804        0.0910
BFGS:    8 17:04:57       -0.281324        0.0835
BFGS:    9 17:04:57       -0.278342        0.0805
BFGS:   10 17:04:58       -0.275759        0.0797
BFGS:   11 17:04:58       -0.280755        0.0629
BFGS:   12 17:04:58       -0.282566        0.0443
      Step     Time          Energy         fmax
BFGS:    0 19:13:58       -0.416982        0.3622
BFGS:    1 19:14:19       -0.432235        0.3401
BFGS:    2 19:14:40       -0.501051        0.2114
BFGS:    3 19:15:01       -0.501671        0.2173
BFGS:    4 19:15:22       -0.498829        0.1459
BFGS:    5 19:15:43       -0.506496        0.0580
BFGS:    6 19:16:05       -0.513849        0.0231
      Step     Time          Energy         fmax
BFGS:    0 19:42:37       -0.158678        2.0190
BFGS:    1 19:42:37       -0.129193        1.7843
BFGS:    2 19:42:38        0.430574        4.3057
BFGS:    3 19:42:38       -0.050547        0.9247
BFGS:    4 19:42:38        0.029691        0.4108
BFGS:    5 19:42:38        0.096523        0.4771
BFGS:    6 19:42:39        0.086696        0.4607
BFGS:    7 19:42:39        0.071161        0.1131
BFGS:    8 19:42:39        0.065206        0.0936
BFGS:    9 19:42:39        0.065255        0.0950
BFGS:   10 19:42:40        0.060393        0.0942
BFGS:   11 19:42:40        0.059340        0.0619
BFGS:   12 19:42:40        0.062390        0.0361
      Step     Time          Energy         fmax
BFGS:    0 12:22:34     -378.238312        0.7584
BFGS:    1 12:22:34     -378.246796        0.6648
BFGS:    2 12:22:34     -378.349060        0.3590
BFGS:    3 12:22:34     -378.344971        0.3712
BFGS:    4 12:22:34     -378.366455        0.2151
BFGS:    5 12:22:35     -378.378693        0.1296
BFGS:    6 12:22:35     -378.381683        0.0995
BFGS:    7 12:22:35     -378.383759        0.1149
BFGS:    8 12:22:35     -378.380646        0.1385
BFGS:    9 12:22:35     -378.378998        0.1317
BFGS:   10 12:22:35     -378.377380        0.1134
BFGS:   11 12:22:35     -378.369873        0.1019
BFGS:   12 12:22:35     -378.365356        0.1001
BFGS:   13 12:22:35     -378.360474        0.1179
BFGS:   14 12:22:35     -378.360596        0.1796
BFGS:   15 12:22:35     -378.366608        0.2902
BFGS:   16 12:22:35     -378.422913        0.3986
BFGS:   17 12:22:35     -378.470093        0.4443
BFGS:   18 12:22:35     -378.487244        0.4579
BFGS:   19 12:22:36     -378.492706        0.4075
BFGS:   20 12:22:36     -378.496490        0.3812
      Step     Time          Energy         fmax
BFGS:    0 12:51:06        1.071343        1.5850
BFGS:    1 12:51:06        1.048358        1.3998
BFGS:    2 12:51:06        0.907044        3.5071
BFGS:    3 12:51:06        0.947489        0.6318
BFGS:    4 12:51:06        0.922870        0.2440
BFGS:    5 12:51:06        0.907365        0.2936
BFGS:    6 12:51:07        0.903727        0.2734
BFGS:    7 12:51:07        0.881751        0.0348
