      Step     Time          Energy         fmax
BFGS:    0 17:14:13        3.957592       15.6309
BFGS:    1 17:14:13        4.375256       16.2832
BFGS:    2 17:14:13        2.974748        4.5852
BFGS:    3 17:14:13        2.380185        2.9280
BFGS:    4 17:14:14        1.992470       11.0600
BFGS:    5 17:14:14        1.372782        4.5770
BFGS:    6 17:14:14        0.963574        2.7344
BFGS:    7 17:14:14        0.731325        2.1558
BFGS:    8 17:14:15        0.354357        2.3974
BFGS:    9 17:14:15        0.262117        1.8082
BFGS:   10 17:14:15        0.141056        1.5415
BFGS:   11 17:14:16        0.104006        0.7968
BFGS:   12 17:14:16        0.061754        0.7814
BFGS:   13 17:14:16       -0.053767        0.9210
BFGS:   14 17:14:16       -0.073965        0.9649
BFGS:   15 17:14:17       -0.124219        0.7784
BFGS:   16 17:14:17       -0.198669        0.8315
BFGS:   17 17:14:17       -0.312446        1.1039
BFGS:   18 17:14:17       -0.457561        1.2633
BFGS:   19 17:14:18       -0.457313        1.7049
BFGS:   20 17:14:18       -0.518184        2.4308
BFGS:   21 17:14:18       -0.635795        1.1453
BFGS:   22 17:14:19       -0.686946        0.5824
BFGS:   23 17:14:19       -0.784847        1.2155
BFGS:   24 17:14:19       -0.881929        1.0268
BFGS:   25 17:14:19       -0.946830        0.5738
BFGS:   26 17:14:20       -0.966963        0.4968
BFGS:   27 17:14:20       -1.047614        0.4459
BFGS:   28 17:14:20       -1.060056        0.4858
BFGS:   29 17:14:20       -1.094728        0.6555
BFGS:   30 17:14:21       -1.159990        0.8890
BFGS:   31 17:14:21       -1.195159        0.5498
BFGS:   32 17:14:21       -1.243904        0.8338
BFGS:   33 17:14:22       -1.259199        0.5493
BFGS:   34 17:14:22       -1.276388        0.2994
BFGS:   35 17:14:22       -1.290468        0.2760
BFGS:   36 17:14:22       -1.301399        0.2243
BFGS:   37 17:14:23       -1.309370        0.2320
BFGS:   38 17:14:23       -1.311679        0.1763
BFGS:   39 17:14:23       -1.314817        0.1064
BFGS:   40 17:14:24       -1.320795        0.0908
BFGS:   41 17:14:24       -1.309911        0.1148
BFGS:   42 17:14:24       -1.312607        0.1066
BFGS:   43 17:14:24       -1.329691        0.1098
BFGS:   44 17:14:25       -1.312632        0.0652
BFGS:   45 17:14:25       -1.310215        0.0382
      Step     Time          Energy         fmax
BFGS:    0 19:48:48        3.936971       16.0628
BFGS:    1 19:48:48        4.859536       21.4731
BFGS:    2 19:48:49        3.165187        4.2557
BFGS:    3 19:48:49        2.624630        2.6368
BFGS:    4 19:48:49        3.093524       21.4209
BFGS:    5 19:48:50        1.811263        3.0039
BFGS:    6 19:48:50        1.356248        3.7614
BFGS:    7 19:48:50        0.609199        4.1135
BFGS:    8 19:48:50        0.424874        3.4197
BFGS:    9 19:48:51        0.131689        2.1957
BFGS:   10 19:48:51        0.058799        0.8996
BFGS:   11 19:48:51        0.022566        0.7817
BFGS:   12 19:48:52       -0.107391        0.9298
BFGS:   13 19:48:52       -0.130988        0.6146
BFGS:   14 19:48:52       -0.193880        0.7408
BFGS:   15 19:48:52       -0.233859        0.5807
BFGS:   16 19:48:53       -0.269251        0.4956
BFGS:   17 19:48:53       -0.298745        0.4663
BFGS:   18 19:48:53       -0.314977        0.4632
BFGS:   19 19:48:53       -0.337567        0.4642
BFGS:   20 19:48:54       -0.347595        0.5576
BFGS:   21 19:48:54       -0.352741        0.3949
BFGS:   22 19:48:54       -0.365712        0.3678
BFGS:   23 19:48:55       -0.390430        0.2857
BFGS:   24 19:48:55       -0.400267        0.3003
BFGS:   25 19:48:55       -0.399737        0.4035
BFGS:   26 19:48:55       -0.405934        0.3799
BFGS:   27 19:48:56       -0.422740        0.3265
BFGS:   28 19:48:56       -0.426497        0.4493
BFGS:   29 19:48:56       -0.432575        0.4203
BFGS:   30 19:48:56       -0.447488        0.5494
BFGS:   31 19:48:57       -0.461931        0.6037
BFGS:   32 19:48:57       -0.483506        0.5029
BFGS:   33 19:48:57       -0.511588        0.7716
BFGS:   34 19:48:58       -0.557959        0.9475
BFGS:   35 19:48:58       -0.565119        0.9180
BFGS:   36 19:48:58       -0.625385        1.5209
BFGS:   37 19:48:58       -0.625056        0.6105
BFGS:   38 19:48:59       -0.677372        0.3579
BFGS:   39 19:48:59       -0.703006        0.5050
BFGS:   40 19:48:59       -0.710431        0.4117
BFGS:   41 19:49:00       -0.737512        0.4353
BFGS:   42 19:49:00       -0.783574        0.5551
BFGS:   43 19:49:00       -0.819816        0.7043
BFGS:   44 19:49:00       -0.873664        0.4796
BFGS:   45 19:49:01       -0.901503        0.4715
BFGS:   46 19:49:01       -0.950542        0.5899
BFGS:   47 19:49:01       -0.996367        0.5810
BFGS:   48 19:49:01       -1.088729        0.6173
BFGS:   49 19:49:02       -1.113649        0.6110
BFGS:   50 19:49:02       -1.154842        0.6103
      Step     Time          Energy         fmax
BFGS:    0 12:24:25     -830.196899       13.3513
BFGS:    1 12:24:25     -829.556335       16.9115
BFGS:    2 12:24:25     -830.802185        5.3821
BFGS:    3 12:24:25     -831.359985        1.5641
BFGS:    4 12:24:25     -831.510437        2.4056
BFGS:    5 12:24:25     -831.960083        3.6185
BFGS:    6 12:24:26     -832.238708        2.0189
BFGS:    7 12:24:26     -832.328430        1.6929
BFGS:    8 12:24:26     -832.412109        1.6266
BFGS:    9 12:24:26     -832.535400        1.1808
BFGS:   10 12:24:26     -832.687378        0.8751
BFGS:   11 12:24:26     -832.767761        0.7331
BFGS:   12 12:24:26     -832.783936        0.6355
BFGS:   13 12:24:26     -832.817749        0.7834
BFGS:   14 12:24:26     -832.858765        0.9196
BFGS:   15 12:24:26     -832.927002        0.9519
BFGS:   16 12:24:26     -832.992859        0.6195
BFGS:   17 12:24:26     -833.034790        0.5381
BFGS:   18 12:24:26     -833.053467        0.5258
BFGS:   19 12:24:26     -833.103333        0.6526
BFGS:   20 12:24:27     -833.180908        0.4722
BFGS:   21 12:24:27     -833.250854        0.5100
BFGS:   22 12:24:27     -833.277222        0.5186
BFGS:   23 12:24:27     -833.255249        0.3263
BFGS:   24 12:24:27     -833.243652        0.4382
BFGS:   25 12:24:27     -833.212769        0.3628
BFGS:   26 12:24:27     -833.178528        0.2609
BFGS:   27 12:24:27     -833.202454        0.2003
BFGS:   28 12:24:27     -833.252136        0.2372
BFGS:   29 12:24:27     -833.290222        0.4808
BFGS:   30 12:24:27     -833.341492        0.2449
BFGS:   31 12:24:27     -833.368225        0.3712
BFGS:   32 12:24:27     -833.378174        0.3839
BFGS:   33 12:24:27     -833.399353        0.2857
BFGS:   34 12:24:28     -833.401550        0.2315
BFGS:   35 12:24:28     -833.376099        0.3824
BFGS:   36 12:24:28     -833.369202        0.4015
BFGS:   37 12:24:28     -833.349670        0.3408
BFGS:   38 12:24:28     -833.344482        0.3174
BFGS:   39 12:24:28     -833.318359        0.1693
BFGS:   40 12:24:28     -833.331055        0.2332
BFGS:   41 12:24:28     -833.322632        0.1593
BFGS:   42 12:24:28     -833.328003        0.1963
BFGS:   43 12:24:28     -833.310364        0.1742
BFGS:   44 12:24:28     -833.302246        0.3136
BFGS:   45 12:24:28     -833.326294        0.2832
BFGS:   46 12:24:28     -833.341492        0.1279
BFGS:   47 12:24:28     -833.333130        0.1379
BFGS:   48 12:24:29     -833.318604        0.1045
