      Step     Time          Energy         fmax
BFGS:    0 17:13:02        3.656132       16.6275
BFGS:    1 17:13:02        4.546070       22.7575
BFGS:    2 17:13:02        2.714057        4.0612
BFGS:    3 17:13:03        2.173869        2.9352
BFGS:    4 17:13:03        2.381684       17.3273
BFGS:    5 17:13:03        1.240959        3.0485
BFGS:    6 17:13:03        0.855295        3.0448
BFGS:    7 17:13:04        0.617892        7.0094
BFGS:    8 17:13:04        0.186036        2.3909
BFGS:    9 17:13:04       -0.129966        1.4178
BFGS:   10 17:13:05       -0.395912        1.2380
BFGS:   11 17:13:05       -0.472728        0.8757
BFGS:   12 17:13:05       -0.700419        1.0500
BFGS:   13 17:13:05       -0.776424        0.8052
BFGS:   14 17:13:06       -0.816767        0.7454
BFGS:   15 17:13:06       -0.851981        0.5734
BFGS:   16 17:13:06       -0.889436        0.5575
BFGS:   17 17:13:06       -0.910935        0.5856
BFGS:   18 17:13:07       -0.940588        0.4735
BFGS:   19 17:13:07       -0.942971        0.3480
BFGS:   20 17:13:07       -0.963378        0.3463
BFGS:   21 17:13:08       -0.961932        0.3009
BFGS:   22 17:13:08       -0.972467        0.2970
BFGS:   23 17:13:08       -0.974095        0.2603
BFGS:   24 17:13:08       -0.984744        0.1587
BFGS:   25 17:13:09       -0.988646        0.1593
BFGS:   26 17:13:09       -0.975196        0.1410
BFGS:   27 17:13:09       -0.993742        0.0976
BFGS:   28 17:13:09       -0.975547        0.1228
BFGS:   29 17:13:10       -0.981222        0.1195
BFGS:   30 17:13:10       -0.965732        0.1045
BFGS:   31 17:13:10       -0.978698        0.0946
BFGS:   32 17:13:11       -0.981959        0.1013
BFGS:   33 17:13:11       -0.995421        0.1216
BFGS:   34 17:13:11       -0.978595        0.1420
BFGS:   35 17:13:11       -0.990726        0.1524
BFGS:   36 17:13:12       -0.982506        0.2044
BFGS:   37 17:13:12       -0.967767        0.2036
BFGS:   38 17:13:12       -0.971758        0.2096
BFGS:   39 17:13:13       -0.966511        0.1348
BFGS:   40 17:13:13       -0.964515        0.1053
BFGS:   41 17:13:13       -0.977300        0.0931
BFGS:   42 17:13:13       -0.967475        0.1612
BFGS:   43 17:13:14       -0.972507        0.1261
BFGS:   44 17:13:14       -0.983114        0.2149
BFGS:   45 17:13:14       -0.993325        0.0578
BFGS:   46 17:13:14       -0.984522        0.0833
BFGS:   47 17:13:15       -0.996500        0.1004
BFGS:   48 17:13:15       -0.997911        0.1044
BFGS:   49 17:13:15       -0.982247        0.5579
BFGS:   50 17:13:16       -0.999197        0.1490
BFGS:   51 17:13:16       -1.004331        0.1056
BFGS:   52 17:13:16       -1.007218        0.1769
BFGS:   53 17:13:16       -1.000170        0.0592
BFGS:   54 17:13:17       -0.996952        0.0422
      Step     Time          Energy         fmax
BFGS:    0 19:47:48        4.808697       14.5255
BFGS:    1 19:47:49        5.963778       20.8915
BFGS:    2 19:47:49        4.326666        4.4014
BFGS:    3 19:47:49        3.787459        2.4531
BFGS:    4 19:47:50        4.033577       12.7076
BFGS:    5 19:47:50        3.460887        1.2544
BFGS:    6 19:47:50        3.308409        1.0253
BFGS:    7 19:47:50        2.889916        2.2712
BFGS:    8 19:47:51        2.832225        1.1536
BFGS:    9 19:47:51        2.728314        1.5533
BFGS:   10 19:47:51        2.677211        3.3477
BFGS:   11 19:47:51        2.550985        2.3059
BFGS:   12 19:47:52        2.429619        1.9845
BFGS:   13 19:47:52        1.982192        1.2639
BFGS:   14 19:47:52        1.851213        1.9491
BFGS:   15 19:47:53        1.808133        2.0208
BFGS:   16 19:47:53        1.735384        1.7335
BFGS:   17 19:47:53        1.401860        1.5458
BFGS:   18 19:47:53        1.208162        1.9562
BFGS:   19 19:47:54        1.162195        2.0479
BFGS:   20 19:47:54        1.027238        1.5203
BFGS:   21 19:47:54        0.928960        0.8515
BFGS:   22 19:47:55        0.857745        0.9893
BFGS:   23 19:47:55        0.801039        1.4227
BFGS:   24 19:47:55        0.660821        1.4990
BFGS:   25 19:47:55        0.499764        1.2315
BFGS:   26 19:47:56        0.358984        1.1952
BFGS:   27 19:47:56        0.331696        1.3422
BFGS:   28 19:47:56        0.285032        0.9076
BFGS:   29 19:47:56        0.214231        0.6571
BFGS:   30 19:47:57        0.206267        0.5763
BFGS:   31 19:47:57        0.167709        0.5250
BFGS:   32 19:47:57        0.138960        0.3447
BFGS:   33 19:47:58        0.109633        0.2587
BFGS:   34 19:47:58        0.086214        0.2709
BFGS:   35 19:47:58        0.081875        0.2484
BFGS:   36 19:47:58        0.050654        0.2425
BFGS:   37 19:47:59        0.032314        0.1834
BFGS:   38 19:47:59        0.018980        0.1758
BFGS:   39 19:47:59        0.017556        0.1832
BFGS:   40 19:47:59        0.020049        0.1143
BFGS:   41 19:48:00        0.008768        0.1302
BFGS:   42 19:48:00       -0.000923        0.1347
BFGS:   43 19:48:00       -0.002766        0.1211
BFGS:   44 19:48:01        0.000444        0.1351
BFGS:   45 19:48:01       -0.008574        0.0919
BFGS:   46 19:48:01        0.003023        0.1095
BFGS:   47 19:48:01        0.000100        0.0936
BFGS:   48 19:48:02       -0.005374        0.1311
BFGS:   49 19:48:02       -0.010146        0.1039
BFGS:   50 19:48:02       -0.004941        0.0865
      Step     Time          Energy         fmax
BFGS:    0 12:24:08     -830.381653       16.0397
BFGS:    1 12:24:08     -830.095642       18.2573
BFGS:    2 12:24:08     -831.511536        4.4771
BFGS:    3 12:24:09     -831.972656        2.7152
BFGS:    4 12:24:09     -832.300659       10.5904
BFGS:    5 12:24:09     -832.760315        3.8823
BFGS:    6 12:24:09     -833.154358        3.0603
BFGS:    7 12:24:09     -833.468811        4.0430
BFGS:    8 12:24:09     -833.749878        2.3952
BFGS:    9 12:24:09     -833.926514        1.9938
BFGS:   10 12:24:09     -834.018555        1.5107
BFGS:   11 12:24:09     -834.358093        1.3276
BFGS:   12 12:24:09     -834.513245        1.5493
BFGS:   13 12:24:09     -834.807861        0.9336
BFGS:   14 12:24:09     -834.905823        0.7988
BFGS:   15 12:24:09     -834.933594        0.6858
BFGS:   16 12:24:09     -834.968750        0.8728
BFGS:   17 12:24:10     -834.981201        0.3461
BFGS:   18 12:24:10     -835.002747        0.2627
BFGS:   19 12:24:10     -835.038635        0.2206
BFGS:   20 12:24:10     -835.071716        0.2012
BFGS:   21 12:24:10     -835.106750        0.3097
BFGS:   22 12:24:10     -835.114990        0.3778
BFGS:   23 12:24:10     -835.112854        0.3637
BFGS:   24 12:24:10     -835.121887        0.2121
BFGS:   25 12:24:10     -835.094177        0.0856
BFGS:   26 12:24:10     -835.085388        0.0832
BFGS:   27 12:24:10     -835.079468        0.1128
BFGS:   28 12:24:10     -835.085388        0.1592
BFGS:   29 12:24:10     -835.103088        0.1530
BFGS:   30 12:24:10     -835.115845        0.0879
BFGS:   31 12:24:11     -835.133850        0.0469
      Step     Time          Energy         fmax
BFGS:    0 12:53:15        3.968885       14.3867
BFGS:    1 12:53:16        4.978829       19.1125
BFGS:    2 12:53:16        3.404726        5.1566
BFGS:    3 12:53:16        2.774817        2.3691
BFGS:    4 12:53:16        2.573393        8.0552
BFGS:    5 12:53:16        2.193263        3.8203
BFGS:    6 12:53:16        1.546050        2.2816
BFGS:    7 12:53:16        1.302315        2.1214
BFGS:    8 12:53:16        0.726411        2.4986
BFGS:    9 12:53:16        0.602758        2.0795
BFGS:   10 12:53:17        0.261988        2.4208
BFGS:   11 12:53:17        0.132958        2.5394
BFGS:   12 12:53:17        0.039043        1.4151
BFGS:   13 12:53:17       -0.064099        1.4563
BFGS:   14 12:53:17       -0.242195        2.2384
