      Step     Time          Energy         fmax
BFGS:    0 17:55:07        3.484166       18.1682
BFGS:    1 17:55:07        3.431938       18.4172
BFGS:    2 17:55:08        1.849141        4.7094
BFGS:    3 17:55:08        1.173574        4.7069
BFGS:    4 17:55:08       -0.321679        4.0098
BFGS:    5 17:55:08       -0.885161        3.6858
BFGS:    6 17:55:08       -1.028408        3.4156
BFGS:    7 17:55:08       -1.366588        2.4817
BFGS:    8 17:55:09       -1.515908        1.2495
BFGS:    9 17:55:09       -1.625091        1.5494
BFGS:   10 17:55:09       -1.715891        1.1219
BFGS:   11 17:55:09       -1.817155        0.5696
BFGS:   12 17:55:09       -1.840079        0.5336
BFGS:   13 17:55:10       -1.889412        0.6400
BFGS:   14 17:55:10       -1.906071        0.6632
BFGS:   15 17:55:10       -1.949289        0.6064
BFGS:   16 17:55:10       -1.992598        0.6004
BFGS:   17 17:55:10       -2.021713        0.5339
BFGS:   18 17:55:11       -2.040109        0.6565
BFGS:   19 17:55:11       -2.060701        0.7537
BFGS:   20 17:55:11       -2.086589        0.5940
BFGS:   21 17:55:11       -2.090674        0.3303
BFGS:   22 17:55:11       -2.089160        0.2965
BFGS:   23 17:55:12       -2.112412        0.3110
BFGS:   24 17:55:12       -2.110957        0.3340
BFGS:   25 17:55:12       -2.115947        0.3281
BFGS:   26 17:55:12       -2.119979        0.2195
BFGS:   27 17:55:12       -2.124717        0.1243
BFGS:   28 17:55:12       -2.118817        0.0992
BFGS:   29 17:55:13       -2.125706        0.0821
BFGS:   30 17:55:13       -2.131171        0.0708
BFGS:   31 17:55:13       -2.131146        0.0745
BFGS:   32 17:55:13       -2.135607        0.0837
BFGS:   33 17:55:13       -2.142838        0.0525
BFGS:   34 17:55:14       -2.147026        0.0428
      Step     Time          Energy         fmax
BFGS:    0 20:21:58        4.999589       14.7833
BFGS:    1 20:21:58        5.743705       17.8570
BFGS:    2 20:21:58        4.423083        4.3869
BFGS:    3 20:21:58        3.978329        2.3262
BFGS:    4 20:21:58        4.039734        8.4422
BFGS:    5 20:21:59        3.741772        1.3870
BFGS:    6 20:21:59        3.635690        1.1960
BFGS:    7 20:21:59        3.367142        1.8614
BFGS:    8 20:21:59        3.272943        2.2177
BFGS:    9 20:21:59        3.110837        3.9967
BFGS:   10 20:22:00        2.948784        3.7327
BFGS:   11 20:22:00        2.745771        3.6211
BFGS:   12 20:22:00        2.328576        4.0495
BFGS:   13 20:22:00        2.149773        0.8455
