      Step     Time          Energy         fmax
BFGS:    0 17:18:41        4.391778       11.5541
BFGS:    1 17:18:42        5.502023       16.6327
BFGS:    2 17:18:42        4.100008        5.4836
BFGS:    3 17:18:42        3.821282        5.4878
BFGS:    4 17:18:42        3.639636        2.3469
BFGS:    5 17:18:42        3.427929        3.0466
BFGS:    6 17:18:43        2.612356        2.5779
BFGS:    7 17:18:43        2.363909        4.1567
BFGS:    8 17:18:43        2.258267        0.8342
BFGS:    9 17:18:43        2.220160        0.6645
BFGS:   10 17:18:43        2.139447        1.0341
BFGS:   11 17:18:44        1.861570        1.7743
BFGS:   12 17:18:44        1.726198        2.0494
BFGS:   13 17:18:44        1.628508        1.1281
BFGS:   14 17:18:44        1.386947        0.9672
BFGS:   15 17:18:44        1.151166        0.5311
BFGS:   16 17:18:44        1.065959        1.4669
BFGS:   17 17:18:45        1.033318        2.3449
BFGS:   18 17:18:45        0.969207        0.7524
BFGS:   19 17:18:45        0.879452        1.4881
BFGS:   20 17:18:45        0.734222        2.5665
BFGS:   21 17:18:45        0.580931        2.5108
BFGS:   22 17:18:46        0.499497        0.9305
BFGS:   23 17:18:46        0.460180        1.0273
BFGS:   24 17:18:46        0.392936        0.7928
BFGS:   25 17:18:46        0.331721        0.6843
BFGS:   26 17:18:46        0.297053        0.4882
BFGS:   27 17:18:47        0.282009        0.3631
BFGS:   28 17:18:47        0.261028        0.5976
BFGS:   29 17:18:47        0.246190        0.5632
BFGS:   30 17:18:47        0.240896        0.3075
BFGS:   31 17:18:47        0.235961        0.2416
BFGS:   32 17:18:48        0.233764        0.4144
BFGS:   33 17:18:48        0.228909        0.5104
BFGS:   34 17:18:48        0.215729        0.5124
BFGS:   35 17:18:48        0.200073        0.2884
BFGS:   36 17:18:48        0.196126        0.1823
BFGS:   37 17:18:48        0.190839        0.1467
BFGS:   38 17:18:49        0.188802        0.2272
BFGS:   39 17:18:49        0.190982        0.2808
BFGS:   40 17:18:49        0.184281        0.2120
BFGS:   41 17:18:49        0.181710        0.1334
BFGS:   42 17:18:49        0.178138        0.1235
BFGS:   43 17:18:50        0.176677        0.1281
BFGS:   44 17:18:50        0.170685        0.1504
