      Step     Time          Energy         fmax
BFGS:    0 17:12:38        1.286414        1.7348
BFGS:    1 17:12:38        1.196815        1.4758
BFGS:    2 17:12:38        0.753695        4.0341
BFGS:    3 17:12:39        0.460196        0.5490
BFGS:    4 17:12:39        0.363459        0.6698
BFGS:    5 17:12:39        0.214259        0.4485
BFGS:    6 17:12:40        0.197890        0.2262
BFGS:    7 17:12:40        0.179535        0.1042
BFGS:    8 17:12:40        0.181667        0.1186
BFGS:    9 17:12:40        0.171761        0.1144
BFGS:   10 17:12:41        0.173327        0.0543
BFGS:   11 17:12:41        0.167393        0.0319
      Step     Time          Energy         fmax
BFGS:    0 19:47:25       -0.072961        0.9274
BFGS:    1 19:47:25        0.187873        0.8916
BFGS:    2 19:47:25       -0.398219        0.4828
BFGS:    3 19:47:26       -0.463913        0.4476
BFGS:    4 19:47:26       -0.484519        0.4267
BFGS:    5 19:47:26       -0.539409        0.3284
BFGS:    6 19:47:26       -0.566671        0.2614
BFGS:    7 19:47:27       -0.586731        0.2512
BFGS:    8 19:47:27       -0.599080        0.2711
BFGS:    9 19:47:27       -0.599973        0.3142
BFGS:   10 19:47:28       -0.605131        0.3249
BFGS:   11 19:47:28       -0.608211        0.4102
BFGS:   12 19:47:28       -0.637788        0.5498
BFGS:   13 19:47:28       -0.664780        0.6676
BFGS:   14 19:47:29       -0.721831        0.5894
BFGS:   15 19:47:29       -0.764753        0.5125
BFGS:   16 19:47:29       -0.794885        0.4221
BFGS:   17 19:47:30       -0.839135        0.1443
BFGS:   18 19:47:30       -0.837473        0.1087
BFGS:   19 19:47:30       -0.836026        0.1394
BFGS:   20 19:47:30       -0.832722        0.1395
      Step     Time          Energy         fmax
BFGS:    0 12:24:04     -816.756348        1.6433
BFGS:    1 12:24:04     -817.000061        1.4422
BFGS:    2 12:24:04     -817.116943        4.5485
BFGS:    3 12:24:04     -817.599670        0.4566
BFGS:    4 12:24:04     -817.620239        0.5876
BFGS:    5 12:24:04     -817.332947        0.5352
BFGS:    6 12:24:04     -817.298889        0.2754
BFGS:    7 12:24:05     -817.294006        0.0516
BFGS:    8 12:24:05     -817.289001        0.0419
      Step     Time          Energy         fmax
BFGS:    0 12:53:05        0.218042        0.9414
BFGS:    1 12:53:05        0.092906        0.9077
BFGS:    2 12:53:06       -0.644857        0.5247
BFGS:    3 12:53:06       -0.690018        0.3338
BFGS:    4 12:53:06       -0.693696        0.3145
BFGS:    5 12:53:06       -0.703319        0.2553
BFGS:    6 12:53:06       -0.712157        0.2061
BFGS:    7 12:53:06       -0.721316        0.2067
BFGS:    8 12:53:06       -0.730164        0.2682
BFGS:    9 12:53:06       -0.737709        0.3304
BFGS:   10 12:53:06       -0.744571        0.3307
BFGS:   11 12:53:07       -0.753869        0.3150
BFGS:   12 12:53:07       -0.774104        0.3529
BFGS:   13 12:53:07       -0.789199        0.7066
BFGS:   14 12:53:07       -0.813058        0.5476
BFGS:   15 12:53:07       -0.862703        0.3922
BFGS:   16 12:53:07       -0.919162        0.2470
BFGS:   17 12:53:07       -0.935492        0.1792
BFGS:   18 12:53:07       -0.939010        0.1474
BFGS:   19 12:53:07       -0.939731        0.1239
BFGS:   20 12:53:08       -0.940568        0.0918
