      Step     Time          Energy         fmax
BFGS:    0 17:12:41        0.368120        0.9544
BFGS:    1 17:12:41        0.349167        0.9043
BFGS:    2 17:12:42       -0.342796        0.5324
BFGS:    3 17:12:42       -0.446532        0.2972
BFGS:    4 17:12:42       -0.465043        0.2805
BFGS:    5 17:12:43       -0.502374        0.1987
BFGS:    6 17:12:43       -0.518760        0.1082
BFGS:    7 17:12:43       -0.523903        0.1167
BFGS:    8 17:12:43       -0.528374        0.1146
BFGS:    9 17:12:44       -0.534975        0.0735
BFGS:   10 17:12:44       -0.535066        0.0251
      Step     Time          Energy         fmax
BFGS:    0 19:47:31        0.351018        0.9576
BFGS:    1 19:47:31        0.269990        0.9135
BFGS:    2 19:47:31       -0.471626        0.5580
BFGS:    3 19:47:31       -0.559835        0.3575
BFGS:    4 19:47:32       -0.584707        0.3378
BFGS:    5 19:47:32       -0.608126        0.2530
BFGS:    6 19:47:32       -0.633758        0.1483
BFGS:    7 19:47:32       -0.636321        0.1125
BFGS:    8 19:47:33       -0.636281        0.1219
BFGS:    9 19:47:33       -0.637812        0.1051
BFGS:   10 19:47:33       -0.643160        0.0558
BFGS:   11 19:47:34       -0.644145        0.0535
BFGS:   12 19:47:34       -0.643742        0.0687
BFGS:   13 19:47:34       -0.639901        0.0455
      Step     Time          Energy         fmax
BFGS:    0 12:24:05     -817.637878        0.9546
BFGS:    1 12:24:05     -817.847534        0.9037
BFGS:    2 12:24:05     -817.791748        0.4942
BFGS:    3 12:24:05     -818.153687        0.2898
BFGS:    4 12:24:05     -818.112854        0.2681
BFGS:    5 12:24:05     -818.017700        0.1557
BFGS:    6 12:24:05     -818.026489        0.0742
BFGS:    7 12:24:05     -818.047729        0.0854
BFGS:    8 12:24:05     -818.076599        0.0892
BFGS:    9 12:24:05     -818.106201        0.0675
BFGS:   10 12:24:05     -818.131287        0.0412
      Step     Time          Energy         fmax
BFGS:    0 12:53:08        0.624847        0.9881
BFGS:    1 12:53:08        0.509923        0.9428
BFGS:    2 12:53:08       -0.305806        0.4168
BFGS:    3 12:53:08       -0.340995        0.2347
BFGS:    4 12:53:08       -0.346978        0.2039
BFGS:    5 12:53:08       -0.352708        0.1735
BFGS:    6 12:53:08       -0.356920        0.1688
BFGS:    7 12:53:08       -0.363609        0.1614
BFGS:    8 12:53:08       -0.366536        0.1459
BFGS:    9 12:53:09       -0.369027        0.1249
BFGS:   10 12:53:09       -0.373032        0.1164
BFGS:   11 12:53:09       -0.375188        0.1243
BFGS:   12 12:53:09       -0.376970        0.1572
BFGS:   13 12:53:09       -0.378494        0.2088
BFGS:   14 12:53:09       -0.391294        0.4939
BFGS:   15 12:53:09       -0.387660        0.7651
BFGS:   16 12:53:09       -0.403087        0.7168
BFGS:   17 12:53:09       -0.456624        0.4697
BFGS:   18 12:53:10       -0.457598        0.6631
BFGS:   19 12:53:10       -0.504369        0.5068
BFGS:   20 12:53:10       -0.510051        0.4987
