      Step     Time          Energy         fmax
BFGS:    0 17:12:19        0.654316        0.9753
BFGS:    1 17:12:19        0.595441        0.9279
BFGS:    2 17:12:19       -0.225458        0.5010
BFGS:    3 17:12:20       -0.284327        0.2480
BFGS:    4 17:12:20       -0.293131        0.2308
BFGS:    5 17:12:20       -0.340927        0.1755
BFGS:    6 17:12:21       -0.365197        0.1475
BFGS:    7 17:12:21       -0.369176        0.1426
BFGS:    8 17:12:21       -0.374161        0.1296
BFGS:    9 17:12:21       -0.370304        0.1070
BFGS:   10 17:12:22       -0.378290        0.1049
BFGS:   11 17:12:22       -0.382463        0.1069
BFGS:   12 17:12:22       -0.386562        0.1424
BFGS:   13 17:12:22       -0.390445        0.2149
BFGS:   14 17:12:23       -0.394787        0.2326
BFGS:   15 17:12:23       -0.405686        0.3978
BFGS:   16 17:12:23       -0.423170        0.3901
BFGS:   17 17:12:24       -0.456947        0.6300
BFGS:   18 17:12:24       -0.478244        0.3862
BFGS:   19 17:12:24       -0.490804        0.4189
BFGS:   20 17:12:24       -0.513595        0.5950
BFGS:   21 17:12:25       -0.540988        0.4096
BFGS:   22 17:12:25       -0.563780        0.3038
BFGS:   23 17:12:25       -0.575359        0.3078
BFGS:   24 17:12:25       -0.581874        0.3125
BFGS:   25 17:12:26       -0.609012        0.3461
BFGS:   26 17:12:26       -0.629524        0.2374
BFGS:   27 17:12:26       -0.633982        0.1410
BFGS:   28 17:12:27       -0.638119        0.1122
BFGS:   29 17:12:27       -0.641673        0.0871
BFGS:   30 17:12:27       -0.640935        0.0831
BFGS:   31 17:12:27       -0.642247        0.0805
BFGS:   32 17:12:28       -0.645297        0.0853
BFGS:   33 17:12:28       -0.640103        0.0620
BFGS:   34 17:12:28       -0.642605        0.0385
      Step     Time          Energy         fmax
BFGS:    0 19:47:10        0.648241        0.9861
BFGS:    1 19:47:11        0.592337        0.9300
BFGS:    2 19:47:11       -0.221035        0.5095
BFGS:    3 19:47:11       -0.283766        0.2517
BFGS:    4 19:47:12       -0.298082        0.2256
BFGS:    5 19:47:12       -0.341810        0.1660
BFGS:    6 19:47:12       -0.363732        0.1528
BFGS:    7 19:47:12       -0.366916        0.1518
BFGS:    8 19:47:13       -0.376853        0.1358
BFGS:    9 19:47:13       -0.373434        0.1036
BFGS:   10 19:47:13       -0.380741        0.1064
BFGS:   11 19:47:13       -0.382346        0.1178
BFGS:   12 19:47:14       -0.386693        0.1489
BFGS:   13 19:47:14       -0.390985        0.2269
BFGS:   14 19:47:14       -0.397474        0.2225
BFGS:   15 19:47:15       -0.408121        0.3570
BFGS:   16 19:47:15       -0.435228        0.3345
BFGS:   17 19:47:15       -0.460823        0.4684
BFGS:   18 19:47:15       -0.477837        0.5561
BFGS:   19 19:47:16       -0.500602        0.3878
BFGS:   20 19:47:16       -0.535272        0.3057
      Step     Time          Energy         fmax
BFGS:    0 12:24:01     -817.719238        0.9271
BFGS:    1 12:24:01     -817.946899        0.8921
BFGS:    2 12:24:01     -817.841675        0.6304
BFGS:    3 12:24:01     -818.262756        0.3789
BFGS:    4 12:24:01     -818.225830        0.3510
BFGS:    5 12:24:01     -818.134888        0.2150
BFGS:    6 12:24:01     -818.112793        0.1226
BFGS:    7 12:24:01     -818.113953        0.0876
BFGS:    8 12:24:01     -818.131897        0.0861
BFGS:    9 12:24:01     -818.156799        0.0814
BFGS:   10 12:24:01     -818.180176        0.0758
BFGS:   11 12:24:01     -818.192200        0.0636
BFGS:   12 12:24:01     -818.206055        0.0500
BFGS:   13 12:24:01     -818.195374        0.0770
BFGS:   14 12:24:02     -818.179382        0.0817
BFGS:   15 12:24:02     -818.173035        0.0549
BFGS:   16 12:24:02     -818.160095        0.0393
      Step     Time          Energy         fmax
BFGS:    0 12:53:03       -0.018441        0.9754
BFGS:    1 12:53:03       -0.139864        0.9013
BFGS:    2 12:53:03       -0.740211        1.1375
BFGS:    3 12:53:03       -0.868213        0.4078
BFGS:    4 12:53:03       -0.888817        0.3906
BFGS:    5 12:53:03       -0.926446        0.2111
BFGS:    6 12:53:03       -0.935018        0.0301
