      Step     Time          Energy         fmax
BFGS:    0 17:12:08        0.714480        1.2737
BFGS:    1 17:12:08        0.874799        1.1449
BFGS:    2 17:12:08        0.458762        2.7928
BFGS:    3 17:12:08        0.326671        0.9258
BFGS:    4 17:12:09        0.277010        0.7889
BFGS:    5 17:12:09        0.199091        0.2999
BFGS:    6 17:12:09        0.185134        0.3640
BFGS:    7 17:12:09        0.160619        0.4857
BFGS:    8 17:12:10        0.143071        0.4578
BFGS:    9 17:12:10        0.109168        0.3263
BFGS:   10 17:12:10        0.105467        0.3192
BFGS:   11 17:12:11        0.087749        0.4071
BFGS:   12 17:12:11        0.060843        0.6507
BFGS:   13 17:12:11        0.002343        1.0151
BFGS:   14 17:12:11       -0.094875        0.8834
BFGS:   15 17:12:12       -0.214675        0.9207
BFGS:   16 17:12:12       -0.338677        1.0113
BFGS:   17 17:12:12       -0.462450        1.3175
BFGS:   18 17:12:12       -0.572435        1.4171
BFGS:   19 17:12:13       -0.616571        1.3000
BFGS:   20 17:12:13       -0.746930        0.8774
BFGS:   21 17:12:13       -0.822474        0.3922
BFGS:   22 17:12:14       -0.852275        0.3270
BFGS:   23 17:12:14       -0.865324        0.3102
BFGS:   24 17:12:14       -0.869492        0.3114
BFGS:   25 17:12:14       -0.903259        0.2907
BFGS:   26 17:12:15       -0.909619        0.1904
BFGS:   27 17:12:15       -0.919633        0.1644
BFGS:   28 17:12:15       -0.923958        0.1202
BFGS:   29 17:12:15       -0.928426        0.0647
BFGS:   30 17:12:16       -0.935799        0.0419
      Step     Time          Energy         fmax
BFGS:    0 19:47:02        0.693256        1.2780
BFGS:    1 19:47:02        0.872332        1.1448
BFGS:    2 19:47:02        0.459578        2.7562
BFGS:    3 19:47:03        0.327896        0.9349
BFGS:    4 19:47:03        0.277716        0.7875
BFGS:    5 19:47:03        0.194644        0.3040
BFGS:    6 19:47:03        0.185570        0.3664
BFGS:    7 19:47:04        0.160328        0.4711
BFGS:    8 19:47:04        0.145154        0.4554
BFGS:    9 19:47:04        0.112793        0.3570
BFGS:   10 19:47:04        0.108407        0.3286
BFGS:   11 19:47:05        0.088897        0.3742
BFGS:   12 19:47:05        0.068810        0.5874
BFGS:   13 19:47:05        0.009778        1.0496
BFGS:   14 19:47:06       -0.049745        1.2843
BFGS:   15 19:47:06       -0.123824        1.3847
BFGS:   16 19:47:06       -0.253868        1.3097
BFGS:   17 19:47:06       -0.398915        1.0071
BFGS:   18 19:47:07       -0.466488        0.6921
BFGS:   19 19:47:07       -0.513075        0.6684
BFGS:   20 19:47:07       -0.593262        0.9425
      Step     Time          Energy         fmax
BFGS:    0 12:23:59     -817.958557        0.9317
BFGS:    1 12:23:59     -818.155029        0.8487
BFGS:    2 12:23:59     -817.913208        1.2331
BFGS:    3 12:23:59     -818.523987        0.4399
BFGS:    4 12:23:59     -818.497742        0.4242
BFGS:    5 12:23:59     -818.399719        0.2073
BFGS:    6 12:23:59     -818.385681        0.0449
      Step     Time          Energy         fmax
BFGS:    0 12:52:59        0.177155        1.0943
BFGS:    1 12:52:59        0.026199        0.9901
BFGS:    2 12:53:00       -0.650220        0.9460
BFGS:    3 12:53:00       -0.752685        0.6742
BFGS:    4 12:53:00       -0.768257        0.6519
BFGS:    5 12:53:00       -0.837970        0.3381
BFGS:    6 12:53:00       -0.850191        0.1742
BFGS:    7 12:53:00       -0.852767        0.1325
BFGS:    8 12:53:00       -0.862795        0.0651
BFGS:    9 12:53:00       -0.869850        0.0304
