      Step     Time          Energy         fmax
BFGS:    0 17:12:04        0.364047        0.9557
BFGS:    1 17:12:04        0.259921        0.9103
BFGS:    2 17:12:05       -0.456665        0.5810
BFGS:    3 17:12:05       -0.553194        0.3598
BFGS:    4 17:12:05       -0.575232        0.3436
BFGS:    5 17:12:05       -0.613352        0.2481
BFGS:    6 17:12:06       -0.628282        0.1518
BFGS:    7 17:12:06       -0.635540        0.1041
BFGS:    8 17:12:06       -0.638978        0.1224
BFGS:    9 17:12:06       -0.639202        0.1052
BFGS:   10 17:12:07       -0.642200        0.0558
BFGS:   11 17:12:07       -0.644718        0.0501
BFGS:   12 17:12:07       -0.644569        0.0477
      Step     Time          Energy         fmax
BFGS:    0 19:47:00       -0.083769        0.9484
BFGS:    1 19:47:00       -0.107113        0.8558
BFGS:    2 19:47:00       -0.562609        1.1930
BFGS:    3 19:47:00       -0.807154        0.4279
BFGS:    4 19:47:01       -0.830214        0.4307
BFGS:    5 19:47:01       -0.900074        0.2888
BFGS:    6 19:47:01       -0.923967        0.0870
BFGS:    7 19:47:02       -0.933729        0.0117
      Step     Time          Energy         fmax
BFGS:    0 12:23:57     -817.825928        0.8918
BFGS:    1 12:23:57     -818.045593        0.8704
BFGS:    2 12:23:57     -817.892822        0.4807
BFGS:    3 12:23:57     -818.284485        0.3338
BFGS:    4 12:23:57     -818.249207        0.3115
BFGS:    5 12:23:57     -818.152405        0.2443
BFGS:    6 12:23:57     -818.151611        0.2135
BFGS:    7 12:23:58     -818.199829        0.2461
BFGS:    8 12:23:58     -818.226501        0.3095
BFGS:    9 12:23:58     -818.284180        0.3962
BFGS:   10 12:23:58     -818.331055        0.3871
BFGS:   11 12:23:58     -818.366333        0.3260
BFGS:   12 12:23:58     -818.355469        0.3474
BFGS:   13 12:23:58     -818.311890        0.4195
BFGS:   14 12:23:58     -818.284912        0.4597
BFGS:   15 12:23:58     -818.274475        0.4642
BFGS:   16 12:23:58     -818.320740        0.3520
BFGS:   17 12:23:58     -818.377747        0.2389
BFGS:   18 12:23:58     -818.457825        0.2756
BFGS:   19 12:23:58     -818.474304        0.1712
BFGS:   20 12:23:58     -818.455811        0.1165
      Step     Time          Energy         fmax
BFGS:    0 12:52:58        0.332087        0.9698
BFGS:    1 12:52:58        0.204730        0.9385
BFGS:    2 12:52:58       -0.538742        0.5284
BFGS:    3 12:52:58       -0.591501        0.3877
BFGS:    4 12:52:58       -0.604348        0.3665
BFGS:    5 12:52:59       -0.615805        0.2648
BFGS:    6 12:52:59       -0.617559        0.1710
BFGS:    7 12:52:59       -0.620208        0.1208
BFGS:    8 12:52:59       -0.624867        0.1255
BFGS:    9 12:52:59       -0.633291        0.1109
BFGS:   10 12:52:59       -0.641946        0.0589
BFGS:   11 12:52:59       -0.647471        0.0451
