      Step     Time          Energy         fmax
BFGS:    0 17:03:08        4.103872       15.1948
BFGS:    1 17:03:08        5.051829       18.9219
BFGS:    2 17:03:08        3.514507        4.8988
BFGS:    3 17:03:09        3.093227        2.2586
BFGS:    4 17:03:09        3.124771        5.1998
BFGS:    5 17:03:09        2.953412        1.0527
BFGS:    6 17:03:09        2.885408        1.1111
BFGS:    7 17:03:10        2.495595        4.8661
BFGS:    8 17:03:10        2.315982        3.0203
BFGS:    9 17:03:10        2.144732        1.4891
BFGS:   10 17:03:11        2.118598        4.5957
BFGS:   11 17:03:11        2.047563        1.9300
BFGS:   12 17:03:11        2.011378        1.5817
BFGS:   13 17:03:11        1.917877        1.1526
BFGS:   14 17:03:12        1.865492        1.2479
BFGS:   15 17:03:12        1.786010        0.9617
BFGS:   16 17:03:12        1.747504        0.8595
BFGS:   17 17:03:12        1.727227        1.0320
BFGS:   18 17:03:13        1.691696        0.8661
BFGS:   19 17:03:13        1.692737        1.0909
BFGS:   20 17:03:13        1.686097        0.8165
BFGS:   21 17:03:14        1.678289        0.6811
BFGS:   22 17:03:14        1.669279        0.7070
BFGS:   23 17:03:14        1.666265        0.7024
BFGS:   24 17:03:14        1.659425        0.7268
BFGS:   25 17:03:15        1.649992        0.7709
BFGS:   26 17:03:15        1.643610        0.8453
BFGS:   27 17:03:15        1.639131        0.7745
BFGS:   28 17:03:15        1.639335        0.7463
BFGS:   29 17:03:16        1.630523        0.6723
BFGS:   30 17:03:16        1.637379        0.6436
BFGS:   31 17:03:16        1.632444        0.6868
BFGS:   32 17:03:17        1.633328        0.7029
BFGS:   33 17:03:17        1.611794        0.7249
BFGS:   34 17:03:17        1.589495        0.7570
BFGS:   35 17:03:17        1.564843        0.9201
BFGS:   36 17:03:18        1.558272        1.8522
BFGS:   37 17:03:18        1.507126        0.9223
BFGS:   38 17:03:18        1.470331        0.4658
BFGS:   39 17:03:19        1.459424        0.4804
BFGS:   40 17:03:19        1.459554        0.4010
BFGS:   41 17:03:19        1.451147        0.3857
BFGS:   42 17:03:19        1.440810        0.4839
BFGS:   43 17:03:20        1.433173        0.6868
BFGS:   44 17:03:20        1.421003        0.5378
BFGS:   45 17:03:20        1.404583        0.4277
BFGS:   46 17:03:20        1.401456        0.3899
BFGS:   47 17:03:21        1.389341        0.4168
BFGS:   48 17:03:21        1.372233        0.5065
BFGS:   49 17:03:21        1.359589        0.4394
BFGS:   50 17:03:22        1.349109        0.4793
BFGS:   51 17:03:22        1.350700        0.4988
BFGS:   52 17:03:22        1.342006        0.6333
BFGS:   53 17:03:22        1.332103        0.5734
BFGS:   54 17:03:23        1.332057        0.5083
BFGS:   55 17:03:23        1.328925        0.5104
BFGS:   56 17:03:23        1.323394        0.5158
BFGS:   57 17:03:24        1.326001        0.5376
BFGS:   58 17:03:24        1.323196        0.5119
BFGS:   59 17:03:24        1.323929        0.5337
BFGS:   60 17:03:24        1.317860        0.5336
BFGS:   61 17:03:25        1.313515        0.5400
BFGS:   62 17:03:25        1.313740        0.5499
BFGS:   63 17:03:25        1.310929        0.5529
BFGS:   64 17:03:25        1.299818        0.5354
BFGS:   65 17:03:26        1.307842        0.5242
BFGS:   66 17:03:26        1.306999        0.5401
BFGS:   67 17:03:26        1.297219        0.5138
BFGS:   68 17:03:27        1.297224        0.4798
BFGS:   69 17:03:27        1.299058        0.4949
BFGS:   70 17:03:27        1.300340        0.5023
BFGS:   71 17:03:27        1.303896        0.5219
BFGS:   72 17:03:28        1.298306        0.5501
BFGS:   73 17:03:28        1.296377        0.5420
BFGS:   74 17:03:28        1.298602        0.4845
BFGS:   75 17:03:29        1.299609        0.5134
BFGS:   76 17:03:29        1.299508        0.5071
BFGS:   77 17:03:29        1.295825        0.4866
BFGS:   78 17:03:29        1.299152        0.4790
BFGS:   79 17:03:30        1.289856        0.4895
BFGS:   80 17:03:30        1.296527        0.4871
BFGS:   81 17:03:30        1.291718        0.4951
BFGS:   82 17:03:30        1.300469        0.4905
BFGS:   83 17:03:31        1.294096        0.4913
BFGS:   84 17:03:31        1.297386        0.4807
BFGS:   85 17:03:31        1.297510        0.4858
BFGS:   86 17:03:32        1.297665        0.4989
BFGS:   87 17:03:32        1.292783        0.5163
BFGS:   88 17:03:32        1.294004        0.5097
BFGS:   89 17:03:32        1.299050        0.5224
BFGS:   90 17:03:33        1.299005        0.5235
BFGS:   91 17:03:33        1.295139        0.5330
BFGS:   92 17:03:33        1.297855        0.5320
BFGS:   93 17:03:33        1.294142        0.5436
BFGS:   94 17:03:34        1.301975        0.5314
BFGS:   95 17:03:34        1.295203        0.5308
BFGS:   96 17:03:34        1.293335        0.5358
BFGS:   97 17:03:35        1.296524        0.5424
BFGS:   98 17:03:35        1.298415        0.5390
BFGS:   99 17:03:35        1.294404        0.5385
BFGS:  100 17:03:35        1.295943        0.5395
      Step     Time          Energy         fmax
BFGS:    0 19:41:20        3.013693       11.6950
BFGS:    1 19:41:20        4.332880       18.1139
BFGS:    2 19:41:21        2.793276        5.9049
BFGS:    3 19:41:21        2.525602        5.5965
BFGS:    4 19:41:21        2.378259        1.7871
BFGS:    5 19:41:21        2.300443        1.5172
BFGS:    6 19:41:22        1.670037        1.9496
BFGS:    7 19:41:22        1.935748        5.2732
BFGS:    8 19:41:22        1.524850        1.1948
BFGS:    9 19:41:22        1.475903        1.1117
BFGS:   10 19:41:23        1.344755        1.5373
BFGS:   11 19:41:23        1.320254        1.7221
BFGS:   12 19:41:23        1.242181        1.0882
BFGS:   13 19:41:24        1.228809        0.4196
BFGS:   14 19:41:24        1.214957        0.4310
BFGS:   15 19:41:24        1.195331        0.8650
BFGS:   16 19:41:24        1.190423        0.8548
BFGS:   17 19:41:25        1.175810        0.4797
BFGS:   18 19:41:25        1.157188        0.2903
BFGS:   19 19:41:25        1.141906        0.6892
BFGS:   20 19:41:25        1.125268        0.8811
BFGS:   21 19:41:26        1.114064        0.7856
BFGS:   22 19:41:26        1.077577        0.7850
BFGS:   23 19:41:26        1.059968        0.8930
BFGS:   24 19:41:27        1.137162        2.4938
BFGS:   25 19:41:27        1.009048        1.0031
BFGS:   26 19:41:27        0.993748        1.2001
BFGS:   27 19:41:27        1.007860        3.5319
BFGS:   28 19:41:28        0.911388        1.1252
BFGS:   29 19:41:28        0.862534        1.0631
BFGS:   30 19:41:28        0.624938        0.9523
